date,title,description,stock_group
2023-01-28,25 edificios curiosos y construcciones extrañas del mundo,"En todo el mundo hay construcciones que llaman la atención por su singularidad o extrañeza. Desde edificios curiosos con formas inusuales hasta construcciones impresionantes que parecen salidas de un sueño. Hay una variedad ... Leer más...
Este artículo 25 ed…",HNG
2023-01-28,MV của Trọng Hiếu vào chung kết Eurovision Song Contest Đức,"""Dare To Be Different"" của Trọng Hiếu là một trong tám MV vào chung kết Eurovision Song Contest Đức.",HNG
2023-02-02,'Nhà bà Nữ doanh thu cao nhưng không bứt phá chất lượng',"Không thể chỉ dựa vào doanh thu thì có thể kết luận phim hay, dở.",HNG
2023-02-02,Vietnam recognises 27 more national treasures,"Among the 27 national treasures is a statue of President Ho Chi Minh created in 1946 by Vietnam’s first female sculptor, Nguyen Thi Kim. The statue is now preserved at the National Museum of History.
Other treasures are being preserved by the Thang Long Herit…",HNG
2023-01-20,Vietnam Airlines giảm lỗ,"Dù doanh thu năm 2022 phục hồi bằng hai năm dịch cộng lại, Vietnam Airlines vẫn lỗ hơn 10.000 tỷ đồng do giá nhiên liệu, tỷ giá biến động mạnh.",HNG
2023-01-20,Vietnam Airlines lỗ lũy kế hơn 34.000 tỷ đồng,"Dù doanh thu năm 2022 phục hồi bằng hai năm dịch cộng lại, Vietnam Airlines vẫn lỗ hơn 10.000 tỷ đồng do giá nhiên liệu, tỷ giá biến động mạnh.",HNG
2023-01-20,2023 – năm của ‘vận mệnh tương quan’?,Việt Nam cũng đề cập đến sự kiện ông Tập Cận Bình và ông Nguyễn Phú Trọng trao đổi Thư chúc Tết nhưng việc lược thuật nội dung Thư chúc Tết của ông Tập Cận Bình có... khác với truyền thông Trung Quốc.,HNG
2023-01-20,Lần đầu tiên Little Saigon có Phố Hoa ngày Tết,"Lần đầu tiên cộng đồng người Việt ở Mỹ dựng phố hoa vào ngày Tết để gìn giữ nét văn hóa truyền thống của người Việt Nam cũng như tạo thêm điểm nhấn vui chơi cho người dân trong dịp Tết Quý Mão, các nhà tổ chức chương trình cho biết.",HNG
2023-01-20,5 xu hướng marketing trong năm 2023: Trải nghiệm người dùng là ưu tiên hàng đầu,Sự thay đổi liên tục trong hành vi người tiêu dùng đòi hỏi các marketer phải liên tục thích nghi và nắm bắt những xu thế của thời đại. Điều này nhằm tạo nên ...| Advertising Vietnam,HNG
2023-01-20,Trần Nguyễn Phi Long - Head of Retail Marketing PNJ được vinh danh hạng mục Excellent Marketing Leadership tại Kotler Awards 2022,"Tại Giải thưởng Marketing toàn cầu Kotler Awards lần đầu tổ chức tại Việt Nam, anh Trần Nguyễn Phi Long xuất sắc được vinh danh ở hạng mục Excellent Marketin...| Advertising Vietnam",HNG
2023-01-20,"Đồng yen mất giá kỷ lục, FPT Việt Nam vẫn thắng lớn",Tập đoàn công nghệ Việt Nam FPT vượt sóng gió ở thị trường Nhật Bản khi đồng yen (JPY) mất giá kỷ lục năm 2022.,HNG
2023-01-25,"Thay lãnh đạo cấp cao, VN bước vào giai đoạn 'làm ăn cần thận trọng’?",Việc thay lãnh đạo cấp cao như ông Nguyễn Xuân Phúc không ảnh hưởng vĩ mô nhưng khiến việc kinh doanh ở VN 'cần thận trọng hơn' theo một nhà quan sát.,HNG
2023-01-15,Thúy Ngân: 'Tôi gãy mũi khi đóng cảnh hành động',"TP HCM- Diễn viên Thúy Ngân từng gãy mũi, tay khi đóng phim nhưng không sợ, tiếp tục với nhiều cảnh nguy hiểm ở dự án ""Nữ chủ"".",HNG
2023-01-15,Thúy Ngân: 'Tôi gãy mũi vì đóng cảnh hành động',"TP HCM- Diễn viên Thúy Ngân từng gãy mũi, tay khi đóng phim nhưng không sợ, tiếp tục với nhiều cảnh nguy hiểm ở dự án ""Nữ chủ"".",HNG
2023-01-30,Báo Anh: Chiến dịch Đốt Lò' giúp Việt Nam tăng hạng trên bảng cảm nhận tham nhũng,"Năm 2021, Việt Nam đạt hạng 87/180 nước trên bảng cảm nhận về tham nhũng của Minh bạch Quốc tế, so với thứ 112 hơn một thập niên trước.",HNG
2023-01-30,H'Hen Niê: 'Tôi không còn khóc khi bị chê',"Hoa hậu H'Hen Niê nói hiện trưởng thành, đối mặt mọi thứ với tâm lý bình tĩnh thay vì khóc một mình khi bị chê bai giống trước đây.",HNG
2023-01-30,H'Hen Niê: 'Tôi không còn khóc một mình khi bị chê',"Hoa hậu H'Hen Niê nói hiện trưởng thành, đối mặt mọi thứ với tâm lý bình tĩnh thay vì khóc một mình khi bị chê bai giống trước đây.",HNG
2023-01-30,Chấp thuận cho Việt Nam cử 20 đội tham gia VEX Robotics,HÀ NỘI (Sputnik) - Việt Nam được cử 20 đội chơi tham gia tranh tài tại Giải vô địch thế giới VEX Robotics World Championship 2023 diễn ra vào tháng 5/2023 tại Hoa Kỳ.,HNG
2023-01-22,San Jose: 30 Tết năm nay ít nhộn nhịp,Không khí đón xuân Quý Mão tại California từ góc nhìn của nhà báo Bùi Văn Phú.,HNG
2023-01-22,Thiết kế Việt thăng hoa trên trường quốc tế,"Các thiết kế Việt ngày càng được nhiều ngôi sao và khách nước ngoài chọn, cho thấy sự phát triển mạnh mẽ của thời trang trong nước.",HNG
2023-02-07,Hủy nhiều chuyến bay do sương mù,"Sương mù dày đặc, tầm nhìn hạn chế khiến gần 30 chuyến bay đi và đến Thanh Hóa, Vinh (Nghệ An) phải hủy trong hai ngày.",HNG
2023-02-07,Hủy gần 30 chuyến bay do sương mù,"Sương mù dày đặc, tầm nhìn hạn chế khiến gần 30 chuyến bay đi và đến Thanh Hóa, Vinh (Nghệ An) phải hủy trong hai ngày.",HNG
2023-02-07,SCB bị điều tra vì ‘biến gửi tiết kiệm thành mua bảo hiểm’,"Ngân hàng SCB, vốn bị tố cáo dụ dỗ khách hàng gửi tiết kiệm sang mua trái phiếu, đang bị điều tra sau khi có đơn tố cáo họ biến tiền gửi tiết kiệm của người dân thành hợp đồng mua bảo hiểm, báo chí trong nước đưa tin.",HNG
2023-02-07,TOP 11 chiến lược marketing ngành FMCG năm 2023 - CleverAds,Chiến lược marketing ngành FMCG là gì? Nó đem lại những lợi ích gì cho doanh nghiệp? Những chiến lược marketing FMCG hiệu quả nhất trong năm 2023 là gì?,HNG
2023-02-01,Đảng Cộng sản Việt Nam tròn 93 tuổi và Tầm nhìn 2045 từ các phía,Một số thách thức cho Đảng Cộng sản Việt Nam được nêu ra nhân dịp đảng này 93 tuổi.,HNG
2023-02-01,Việt Nam treo thưởng 1 triệu đô cho huy chương Vàng Olympic,Mỗi vận động viên Việt Nam giành được huy chương vàng tại Thế vận hội mùa hè ở Paris vào năm sau sẽ được thưởng đến một triệu đô la Mỹ theo một thỏa thuận giữa Ủy ban Olympic Việt Nam và nhà tài trợ vừa được báo chí trong nước loan báo.,HNG
2023-02-01,Ứng dụng Content Marketing vào quá trình ứng tuyển: Bí quyết tăng khả năng nhận việc trong thị trường cạnh tranh,"Trước bối cảnh khó khăn của nền kinh tế và sự cạnh tranh gay gắt của thị trường việc làm, các nhân sự ngành quảng cáo buộc phải có những bước chuẩn bị giúp b...| Advertising Vietnam",HNG
2023-01-27,Tân Uỷ ban Việt Nam ở Quốc hội Mỹ cam kết thúc đẩy nhân quyền,"Bốn lãnh đạo mới của Uỷ ban Việt Nam (Vietnam Caucus) thuộc Hạ viện Hoa Kỳ cam kết sẽ tập trung vào quan hệ song phương Mỹ-Việt và những vấn đề quan trọng đối với cộng đồng người Mỹ gốc Việt, nhất là việc vi phạm nhân quyền của chính quyền Việt Nam.",HNG
2023-01-27,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p3),Báo cáo TIP 2022 cho thấy cộng đồng quốc tế nói chung và Mỹ nói riêng quan tâm đến vấn nạn buôn người như thế nào và cố gắng giải quyết tệ nạn đó ra sao.,HNG
2023-01-27,Lần đầu tiên học sinh Việt dự giải đấu Robotics lớn nhất thế giới,"20 đội thi của học sinh Việt Nam sẽ tranh tài tại giải đấu Robotics lớn nhất thế giới, diễn ra vào tháng 5/2023 tại Mỹ.",HNG
2023-01-27,Lần đầu tiên học sinh Việt dự giải vô địch Robotics lớn nhất thế giới,"Lần đầu tiên, 20 đội thi của học sinh Việt Nam tranh tài tại giải đấu Robotics lớn nhất thế giới, diễn ra vào tháng 5/2023 tại Mỹ.",HNG
2023-01-27,Đưa văn hoá đại chúng vào chiến lược marketing: Chìa khoá tạo sự viral trên mạng xã hội,Văn hoá đại chúng (Pop culture) là tập hợp những gì xoay quanh mọi khía cạnh đời sống đại diện cho số đông công chúng trong một nền văn hoá chẳng hạn như thá...| Advertising Vietnam,HNG
2023-01-27,Chính sách đối ngoại của Việt Nam sẽ nghiêng về phía nào?,"Tuần này, trên báo chí Nga và nước ngoài có rất nhiều bài viết nghiêm túc và phóng sự về Việt Nam phản ánh cả các sự kiện lịch sử và cuộc sống thường ngày của người Việt Nam, các tác giả viết về chính sách đối nội, nền kinh tế và ngành du l…",HNG
2023-01-17,"‘Hồng phúc’ từ những... ‘chị’... Trang, ‘anh’ Triết,...","Dẫu cha, chú của các “anh”, các “chị” như “anh” Triết, “anh” Nghị, “anh” Anh, “chị” Trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng CNXH ở Việt Nam hoàn tất song họ...",HNG
2023-01-17,Trải nghiệm ăn Tết trên máy bay Vietnam Airlines,"HÀ NỘI (Sputnik) - Từ nay đến 22/1, hành khách Vietnam Airlines, trên các chuyến bay quốc tế từ Việt Nam đi châu Âu, Mỹ, Australia và các chuyến bay nội địa có thời gian bay trên 2 tiếng, sẽ được thưởng thức các món ăn đậm truyền thống trên các chuyến bay của…",HNG
2023-01-26,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p2),"Ngoài Việt Nam còn có Campuchia, Brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...",HNG
2023-01-26,Xu hướng marketing “neo giữ” ký ức: Khi người tiêu dùng có xu hướng tìm về những giá trị tích cực trong quá khứ,"Trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| Advertising Vietnam",HNG
2023-01-26,Sống trong nhà thông minh,"Hà Nội- Thiết bị thông minh cho phép anh Minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.",HNG
2023-02-08,Nửa thế kỷ cải tạo làm cạn kiệt tài nguyên một ĐBSCL đang chết dần,"Kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước.",HNG
2023-01-24,"Nhu cầu về các sản phẩm ""Made in Vietnam"" đang chậm lại","VinaCapital cho rằng, tăng trưởng GDP của Việt Nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""Made in Vietnam"" đang chậm lại.",HNG
2023-02-01,"The Clinical Laboratories Market in Vietnam is expected to generate ~$560 Mn owing to rise in diseases, growth in Health-Tech startups and rise of new technologies: Ken Research",Vietnam Clinical Laboratories Market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 Private Hospital ...,MEC
2023-02-01,"The Clinical Laboratories Market in Vietnam is expected to generate ~$560 Mn owing to rise in diseases, growth in Health-Tech startups and rise of new technologies: Ken Research","GURUGRAM, India, Feb. 1, 2023 /PRNewswire/ -- Vietnam Clinical Laboratories Market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 Private Hospital Chains. The Clinical Laboratories Market in the Vietnam …",MEC
2023-02-01,"The Clinical Laboratories Market in Vietnam is expected to generate ~$560 Mn owing to rise in diseases, growth in Health-Tech startups and rise of new technologies: Ken Research","GURUGRAM, India, Feb. 1, 2023 /PRNewswire/ -- Vietnam Clinical Laboratories Market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 Private Hospital Chains. The Clinical Laboratories Market in the Vietnam …",MEC
2023-02-06,OPINIÓN | ¿Se justifica la euforia por la posible relocalización de empresas de China en México?,"Está de moda la idea de la relocalización de empresas de China en otras regiones del mundo. El llamado nearshoring, o friendshoring, o incluso allyshoring, ha seducido a empresarios, analistas, bancos, instituciones financieras internacionales y Gobiernos. Se…",MEC
2023-02-02,Cinco años cruciales para México en la carrera por la electromovilidad,"Las empresas alemanas relocalizan su producción a México con miras a la electromovilidad. Sin embargo, hay algunos problemas estructurales que el país tiene que resolver rápidamente, advierten expertos. México espera ser uno de los grandes ganadores de la com…",MEC
2023-02-09,Aerial Work Platform (AWP) Market Projected to Hit USD 17.26 billion at a 9.1% CAGR by 2030 - Report by Exactitude Consultancy,"Increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel...",MEC
2023-02-09,Aerial Work Platform (AWP) Market Projected to Hit USD 17.26 billion at a 9.1% CAGR by 2030 - Report by Exactitude Consultancy,"Increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel the demand for aerial work platforms (AWPs) during the forecast period Increase in government investment…",MEC
2023-01-27,"Rights Group Names Countries, Companies Propping up Myanmar Junta","Myanmar's ruling junta is getting support from more than 60 foreign governments and international organizations including United Nations entities, according to a study by the group Justice for Myanmar, which monitors human rights violations in the Southeast A…",MEC
2023-01-26,"Rights Group Names Countries, Companies Propping up Myanmar Junta","Myanmar’s ruling junta is getting support from more than 60 foreign governments and international organizations including United Nations entities, according to a study by the group Justice for Myanmar, which monitors human rights violations in the Southeast A…",MEC
2023-01-20,GOP’s Hung Cao Mulls U.S. Senate Bid in Virginia,"Hung Cao, who ran for Congress in northern Virginia last year, is considering running for the U.S. Senate against Sen. Tim Kaine (D-VA), sources familiar with the matter told Breitbart News.",BID
2023-01-20,"As Southeast Asia Emerges As A Capital Markets Contender, Vietnam Primes Growing Digital Companies For Global IPO Market",Southeast Asia remains the next frontier for growth companies. Singapore is well on its way and Vietnam is the next region to pop. Opportunities abound for expansive opportunities for Asian based companies and U.S. investors.,BID
2023-02-07,Can he make case for 4 more years?,WASHINGTON (AP) — This should be a high point of Joe Biden's presidency. He's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where Democrats held the line  against Republicans.,BID
2023-02-07,Analysis: Can Biden make his case for four more years?,Joe Biden's State of the Union address comes at a crucial moment for his presidency,BID
2023-02-07,Analysis: Can Biden make his case for four more years?,WASHINGTON (AP) — This should be a high point of Joe Biden’s presidency. He’s repeatedly beaten the odds with a string of legislative accomplishments ...,BID
2023-02-07,Analysis: Can Biden Make His Case for Four More Years?,WASHINGTON (AP) — This should be a high point of Joe Biden’s presidency. He’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where Democrats held the line against Republicans. His steadfast s…,BID
2023-02-07,"Mauritius: India-Mauritius relations - Has it always been ""willing subordination""?","[L'Express] Diplomats and academics have termed the relationship between India and Mauritius as one of ""willing subordination"". Has this always been so? The evolution of the relationship between New Delhi and Port-Louis shows how India's role in Mauritius has…",BID
2023-02-07,Analysis: Can Biden make his case for four more years?,Joe Biden's State of the Union address comes at a crucial moment for his presidency,BID
2023-02-07,A Tale of Three Cities. U.S. Hypocrisy and Joe Biden’s “Rules Based International Order”. Philip Giraldi,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the author’s name.
To receive Global Research’s Daily Newsletter (selected articles), click here.
Follow us on Instagram and Twitter and subscribe to …
T…",BID
2023-01-26,An anti-graft drive brings down Vietnam’s president,The crackdown on corruption is also a serious reform effort,BID
2023-01-26,"Victor Navasky, Campaign Manager","John Nichols

One of the former Nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general Ramsey Clark’s bid for the US Senate.
The post Victor Navasky, Campaign Manager appeared first on The Nation.",BID
2023-01-26,Douglas MacArthur (1880),"MacArthur is a major figure in US military and diplomatic history. He commanded a brigade in France during World War I and was commander of the Philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the …",BID
2023-01-15,Thais gain edge in fight for Asean crown,Two away goals in the first leg of the AFF Mitsubishi Electric Cup 2022 final on Friday night in Hanoi have given Thailand a slender advantage in their bid to become back-to-back champions.,BID
2023-01-15,Thai enterprises spend more on software amid growing digitalisation,"The majority of software spending in Thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to IDC",BID
2023-01-15,New Superintendent Tony Watlington Is Here to Transform Philly Schools,"Tony Watlington wasn’t naive. He knew about the challenges. “The issues with facilities, asbestos, clean water — none of those surprised me,” he says. These […]",BID
2023-01-13,Thailand get vital away goals in Hanoi,HANOI: Two away goals ensure Thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the Asean Football Federation final on Friday night.,BID
2023-01-13,"The Pacific pact is a boon for Britain, and a big threat to EU trade supremacy","The Pacific pact is a boon for Britain, and a big threat to EU trade supremacytelegraph.co.uk",BID
2023-02-03,Pedophile pop star Gary Glitter released from jail after serving half his sentence,The disgraced English pop star and convicted pedophile served just half of his 16-year sentence.,BID
2023-02-03,This Is “The Mule” – The US Military’s Pint-Sized 4×4,"Officially named the “M274 Truck Platform Utility 1⁄2 Ton,” this vehicle was quickly given the vastly simpler nickname “Mule” due to its appearance and...
The post This Is “The Mule” – The US Military’s Pint-Sized 4×4 appeared first on Silodrome.",BID
2023-02-03,"What’s up with… BT and Azure, Telecom Italia, Ofcom and Openreach",Azure is the destination for BT’s latest migration to the public cloud Telecom Italia (TIM) sets date for KKR bid decisionOfcom sees no problems with Openreach…,BID
2023-02-03,New bidding launched to find Long Thanh airport builder,The investor of the Long Thanh Airport project has launched a second bidding invitation to find a contractor ready to build the facility's passenger terminal after a false start last year.,BID
2023-02-02,How the Words Candidates Use Affect Their Campaigns,Was the Pennsylvania senate race decided by...vegetables?,BID
2023-02-02,How to Grow an App to 7-Figures by App Marketing by App Masters,"Steve's been kidnapped!  
And his ransom is $1M! 
So Steve contacted his friend, Alon Waller, from Bluethrone and asked him to host an EMERGENCY App Masters show in which you guys and he will grow an app valuation to $1M
Get your app audited: http://www.appma…",BID
2023-01-12,Investment Bank ARC Group Acquires Scandinavian Management Consultancy Asia Perspective in Bid to Solidify Position as Global Leader in Cross-Border M&A Between Asian and Western Markets,"SHANGHAI, Jan. 12, 2023 (GLOBE NEWSWIRE) -- ARC Group is an international investment bank and financial services firm headquartered in Shanghai. Established ...",BID
2023-01-12,Shocking truth about Anthony Albanese's selfie with Dan Andrews,"Billionaire trucking boss Lindsay Fox hosted Anthony Albanese and Dan Andrews at his sprawling clifftop mansion in Portsea, near Melbourne.",BID
2023-01-12,"AP photographer Jack Smith, who shot Mount St. Helens, dies","Jack Smith, an Associated Press photographer who captured unforgettable shots of the eruption of Mount St. Helens, the Exxon-Valdez oil spill and the Olympics during his 35-year career with the news organization, has died",BID
2023-01-12,Investment Bank ARC Group Acquires Scandinavian Management Consultancy Asia Perspective in Bid to Solidify Position as Global Leader in Cross-Border M&A Between Asian and Western Markets,"SHANGHAI, Jan. 12, 2023 (GLOBE NEWSWIRE) -- ARC Group is an international investment bank and financial services firm headquartered in Shanghai. Established in 2015, ARC Group is a global leader in SPAC and IPO advisory. In 2022, the firm was ranked no.1 in D…",BID
2023-01-12,"AP photographer Jack Smith, who shot Mount St. Helens, dies","SEATTLE (AP) — Jack Smith, an Associated Press photographer who captured unforgettable shots of the eruption of Mount St. Helens, the Exxon-Valdez oil...",BID
2023-01-12,Tata Group Makes Bid to Become India’s First Domestic iPhone Manufacturer,"Tata Group, India’s largest multinational conglomerate, is reportedly in talks with Taiwan’s Wistron Corporation to purchase the latter’s $600 million iPhone manufacturing plant in Karnataka, India.",BID
2023-01-12,Martin Luther King Jr.: Q&A with ‘King: A Life’ author Jonathan Eig on civil rights leader’s year in Chicago,"King moved to Chicago in 1966, to lead what he called ""the first significant freedom movement in the North."" Public and private institutions were his targets.",BID
2023-01-19,Robert Downey Jr displays his ripped abs and dons a curly wig to film new show The Sympathizer,He switched to a vegan diet in 2020 in a bid to lower his carbon footprint.,BID
2023-01-19,Philippines' Marcos says South China Sea 'keeps him up at night',"Davos, Switzerland (AFP) Jan 18, 2023


 Philippine President Ferdinand Marcos said Wednesday that tension in the disputed South China Sea ""keeps him up at night"", but his country was committed to peace despite Beijing's territorial claims. 

Speaking at the …",BID
2023-01-19,Indonesia’s ASEAN Chairmanship: Promoting ASEAN Relevance in 2023?,The country takes up the bloc's rotating chairmanship at a time when its centrality and efficacy are being called into question.,BID
2023-01-19,From Davos: Mutiny on the mountain - POLITICO - POLITICO,"<ol><li>From Davos: Mutiny on the mountain - POLITICO  POLITICO
</li><li>Mutiny erupts among WEF staff over role of ‘Mr Davos’  The Guardian
</li><li>Top business leaders and policymakers discuss the future of jobs at the World Economic Forum  CNBC
</li><l…",BID
2023-01-19,The extraordinary benefits of a house made of mud,"Mud, a traditional construction material in Africa, more easily keeps buildings cool compared with concrete. Architects are finding ways to keep mud’s beauty and function alive in a warming world.",BID
2023-01-19,Bail for alleged nickel trading scammer Ng Yu Zhi raised to $6 million,"This is a record sum, according to some lawyers. He could face over 20 years' jail if convicted.
 Read more at straitstimes.com.",BID
2023-01-31,Will Suga Yoshihide Make a Comeback?,"As Prime Minister Kishida fights flagging approval ratings, his predecessor is testing the political waters.",BID
2023-01-31,"UOB raises $2.4 million for charity with 1,500 clients, through the Bank's annual Lunar New Year Celebrations","UOB has partnered with some 1,500 clients to raise $2.4 million for charity as part of its Commercial Banking's annual Lunar New Year festive celebrations.",BID
2023-01-31,Norman Mailer (1923),"American writer Norman Mailer was catapulted to fame at 25 with the publication of The Naked and the Dead, a partially autobiographical novel based on his World War II service. He pioneered the use of novelistic techniques in nonfiction works, a style known a…",BID
2023-01-11,"Philippines sea exploration deal with Beijing, Hanoi ruled unconstitutional",The Philippines Supreme Court on Tuesday declared a 2005 South China Sea oil exploration agreement with China and Vietnam unconstitutional because it allowed foreign corporations to prospect for natural resources belonging to the Filipino people but without p…,BID
2023-01-11,'He is always perfect in my heart',"Wolf warrior Zhao Lijian has a big fan base in China. Some boosters aren't happy with his new job, or his wife.",BID
2023-01-27,Tesla Is Expected To Remain The EV Leader For 2023,"In his podcast addressing the markets today, Louis Navellier offered the following commentary. Strong Bidding The biggest news this week was that the Treasury auctions have been going amazingly well due to the fact the bid-to-cover ratio has averaged only 0.1…",BID
2023-01-27,VN-Index secures 8-session winning streak - VnExpress International,Vietnam’s benchmark VN-Index rose 0.81 percent to 1117.1 points Friday in its eighth straight session gaining.,BID
2023-02-08,US Trade Deficit Reaches Nearly $1 Trillion: What Does This Say About the American Economy?,"The US trade deficit soared to almost $1 trillion in 2022, according to data released Tuesday by the Commerce Department. The gap between what the nation imports and what it exports rose by $103 billion from the previous year.",BID
2023-02-08,Can Joe Biden make his case for 4 more years?,Polls show a majority of Americans are largely unaware of his successes and don#39;t approve of his job performance. Even Democrats question whether he should run for reelection amid concerns about his age.,BID
2023-02-08,Emerging Markets Aim To Capitalize On Shifting Semiconductor Supply Chains,"After the US levied sweeping restrictions against China’s semiconductor manufacturing industry last autumn, opportunities are emerging for other countries to bolster their positions in the supply chain for this critical component of the global economy and lin…",BID
2023-02-08,Analysis: Can Biden make his case for 4 more years?,Polls show a majority of Americans are largely unaware of his successes and don't approve of his job performance. Even Democrats question whether he should run for reelection amid concerns about his age.,BID
2023-02-08,Which Countries Face The Most Geopolitical Risk?,"The Russia-Ukraine war highlighted how geopolitical risk can up-end supply chains and weaponize trade. More precisely, the war led to trade sanctions, a food crisis, and energy shortages. In this graphic from The Hinrich Foundation, the third in a five-part s…",BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Joe Biden's State of the Union address came at a crucial moment for his presidency. He's preparing to launch a reelection campaign despite Democrats' doubts over whether the octogenarian should seek a second term. He's seen a string of political…,BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Joe Biden's State of the Union address came at a crucial moment for his presidency.,BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Joe Biden's State of the Union address came at a crucial moment for his presidency.,BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Joe Biden's State of the Union address came at a crucial moment for his presidency.,BID
2023-02-08,"Long Before Feinstein, Another California Senator Faced Questions About Mental Fitness","A similar situation played out more than 40 years ago when Republican S.I. Hayakawa, who had a tendency to nod off during important meetings, was pressured by members of his own party to retire rather than run for a second term.",BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Biden left no doubt that he believes he has more work to do as president.,BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Biden left no doubt that he believes he has more work to do as president.,BID
2023-02-08,Analysis: Biden confronts doubters with State of the Union,Biden left no doubt that he believes he has more work to do as president.,BID
2023-02-06,Five Classic SF Works About Cosmic Warmongering,"There cannot be many heads of state who have not looked at maps and wondered if these were the best borders possible. Nations as vast as Canada could always be a bit vaster (here a Detroit, there a Maine). This applies to space empires as well: even a polity …",BID
2023-02-06,"On this day in history, Feb. 6, 1911, President Ronald Reagan is born in Illinois","On this day in history, Feb. 6, 1911, Ronald Reagan — America's 40th president — was born in Illinois. He attended Eureka College and became a Hollywood actor before his White House days.",BID
2023-01-16,Half of the iPhones will be made in India by 2027,"The COVID-19 pandemic and the constraints caused by it certainly taught a lesson to a lot of companies – they can’t keep their manufacturing lines ...
The post Half of the iPhones will be made in India by 2027 appeared first on Gizchina.com.",BID
2023-01-16,"Polly Mann, co-founder of WAMM and leader in Minnesota's antiwar movement, dies at 103","Explaining her mission, she said, 'I have to speak out.'",BID
2023-01-16,New Zealand’s objectives for CPTPP,Trade ministers from 11 nations will gather in Auckland on Matariki weekend.,BID
2023-01-16,VN-Index hits 6-week high - VnExpress International,"Vietnam’s benchmark VN-Index rose 0.61% to 1066.68 points Monday, highest since December 5.",BID
2023-02-05,"Halfway between Brisbane and the Gold Coast, this city wants to be the next Silicon Valley. Here's how","Logan, population 350,000, is one of Australia's fastest-growing cities. But for many who live there, a daily commute north to Brisbane or south to the Gold Coast for work is the norm  something Logan City Council wants to change by attracting tech companies …",BID
2023-02-05,"Why party supporters think Marit Stiles, the NDP’s new leader, can take down Doug Ford","As she takes on the leadership, Stiles has a chance to become Ontario’s next premier — but only if she can widen the appeal of a party that lost ground in the last election.",BID
2023-02-05,"Bloc confrontation leads nowhere, mutual benefit and win-win results prevail","Photo taken on May 28, 2021 shows the U.S. Capitol building behind a traffic sign in Washington",BID
2023-02-10,"McCarthy, Biden, and the Washington Snub","The House Speaker is reportedly still angry over a two-year-old incident with the president. It reminds anthropologists studying capital culture that real or perceived slights can drive policy and politics.
The post McCarthy, Biden, and the Washington Snub ap…",BID
2023-02-10,50 Books Every Man Should Read Before He’s 50,"The best books for men aren’t necessarily all what you might think of as “manly.” At their core, the books that men should read (yes, even the books for men who don’t like to read)…
The post 50 Books Every Man Should Read Before He’s 50 first appeared on Cool…",BID
2023-02-10,How were the first 'voice mails' sent? In envelopes,"Decades before mobile phones or answering machines, loved ones shared voice messages over long distances by mailing small custom records.",BID
2023-02-10,European shares slide as investors fear more rate hikes,"Iseq Overall Index falls, led by banks and builders",BID
2023-02-10,How Richmond will spend $155 million in pandemic relief aid,Richmond is well on its way to spending its $155 million American Rescue Plan Act allocation with more than half funding child and family services.,BID
2023-02-10,2022 Annual Report: Letter to Shareholders,"(marketscreener.com) in that order - and gives us the tools and instincts to make the right decisions and necessary trade-offs. By deeply embedding lean principles and tools, we are creating a problem-solving culture and serving our customers better.
 
 
 Whi…",BID
