,date,title,description,stock_group,combine,full_labels
1632,08/02/2023,analysis: biden confronts doubters with state of the union joe biden's state of the union address came at a crucial moment for his presidency. joe biden's state of the union address came at a crucial moment for his presidency.,joe biden's state of the union address came at a crucial moment for his presidency.,BID,analysis: biden confronts doubters with state of the union joe biden's state of the union address came at a crucial moment for his presidency. joe biden's state of the union address came at a crucial moment for his presidency.,2
1633,08/02/2023,"long before feinstein, another california senator faced questions about mental fitness a similar situation played out more than 40 years ago when republican s.i. hayakawa, who had a tendency to nod off during important meetings, was pressured by members of his own party to retire rather than run for a second term. a similar situation played out more than 40 years ago when republican s.i. hayakawa, who had a tendency to nod off during important meetings, was pressured by members of his own party to retire rather than run for a second term.","a similar situation played out more than 40 years ago when republican s.i. hayakawa, who had a tendency to nod off during important meetings, was pressured by members of his own party to retire rather than run for a second term.",BID,"long before feinstein, another california senator faced questions about mental fitness a similar situation played out more than 40 years ago when republican s.i. hayakawa, who had a tendency to nod off during important meetings, was pressured by members of his own party to retire rather than run for a second term. a similar situation played out more than 40 years ago when republican s.i. hayakawa, who had a tendency to nod off during important meetings, was pressured by members of his own party to retire rather than run for a second term.",2
1634,08/02/2023,analysis: biden confronts doubters with state of the union biden left no doubt that he believes he has more work to do as president. biden left no doubt that he believes he has more work to do as president.,biden left no doubt that he believes he has more work to do as president.,BID,analysis: biden confronts doubters with state of the union biden left no doubt that he believes he has more work to do as president. biden left no doubt that he believes he has more work to do as president.,2
1635,08/02/2023,analysis: biden confronts doubters with state of the union biden left no doubt that he believes he has more work to do as president. biden left no doubt that he believes he has more work to do as president.,biden left no doubt that he believes he has more work to do as president.,BID,analysis: biden confronts doubters with state of the union biden left no doubt that he believes he has more work to do as president. biden left no doubt that he believes he has more work to do as president.,2
1636,08/02/2023,analysis: biden confronts doubters with state of the union biden left no doubt that he believes he has more work to do as president. biden left no doubt that he believes he has more work to do as president.,biden left no doubt that he believes he has more work to do as president.,BID,analysis: biden confronts doubters with state of the union biden left no doubt that he believes he has more work to do as president. biden left no doubt that he believes he has more work to do as president.,2
1637,06/02/2023,"five classic sf works about cosmic warmongering there cannot be many heads of state who have not looked at maps and wondered if these were the best borders possible. nations as vast as canada could always be a bit vaster (here a detroit, there a maine). this applies to space empires as well: even a polity … there cannot be many heads of state who have not looked at maps and wondered if these were the best borders possible. nations as vast as canada could always be a bit vaster (here a detroit, there a maine). this applies to space empires as well: even a polity …","there cannot be many heads of state who have not looked at maps and wondered if these were the best borders possible. nations as vast as canada could always be a bit vaster (here a detroit, there a maine). this applies to space empires as well: even a polity …",BID,"five classic sf works about cosmic warmongering there cannot be many heads of state who have not looked at maps and wondered if these were the best borders possible. nations as vast as canada could always be a bit vaster (here a detroit, there a maine). this applies to space empires as well: even a polity … there cannot be many heads of state who have not looked at maps and wondered if these were the best borders possible. nations as vast as canada could always be a bit vaster (here a detroit, there a maine). this applies to space empires as well: even a polity …",2
1638,06/02/2023,"on this day in history, feb. 6, 1911, president ronald reagan is born in illinois on this day in history, feb. 6, 1911, ronald reagan — america's 40th president — was born in illinois. he attended eureka college and became a hollywood actor before his white house days. on this day in history, feb. 6, 1911, ronald reagan — america's 40th president — was born in illinois. he attended eureka college and became a hollywood actor before his white house days.","on this day in history, feb. 6, 1911, ronald reagan — america's 40th president — was born in illinois. he attended eureka college and became a hollywood actor before his white house days.",BID,"on this day in history, feb. 6, 1911, president ronald reagan is born in illinois on this day in history, feb. 6, 1911, ronald reagan — america's 40th president — was born in illinois. he attended eureka college and became a hollywood actor before his white house days. on this day in history, feb. 6, 1911, ronald reagan — america's 40th president — was born in illinois. he attended eureka college and became a hollywood actor before his white house days.",2
1639,16/01/2023,"half of the iphones will be made in india by 2027 the covid-19 pandemic and the constraints caused by it certainly taught a lesson to a lot of companies – they can’t keep their manufacturing lines ...
the post half of the iphones will be made in india by 2027 appeared first on gizchina.com. the covid-19 pandemic and the constraints caused by it certainly taught a lesson to a lot of companies – they can’t keep their manufacturing lines ...
the post half of the iphones will be made in india by 2027 appeared first on gizchina.com.","the covid-19 pandemic and the constraints caused by it certainly taught a lesson to a lot of companies – they can’t keep their manufacturing lines ...
the post half of the iphones will be made in india by 2027 appeared first on gizchina.com.",BID,"half of the iphones will be made in india by 2027 the covid-19 pandemic and the constraints caused by it certainly taught a lesson to a lot of companies – they can’t keep their manufacturing lines ...
the post half of the iphones will be made in india by 2027 appeared first on gizchina.com. the covid-19 pandemic and the constraints caused by it certainly taught a lesson to a lot of companies – they can’t keep their manufacturing lines ...
the post half of the iphones will be made in india by 2027 appeared first on gizchina.com.",2
1640,16/01/2023,"polly mann, co-founder of wamm and leader in minnesota's antiwar movement, dies at 103 explaining her mission, she said, 'i have to speak out.' explaining her mission, she said, 'i have to speak out.'","explaining her mission, she said, 'i have to speak out.'",BID,"polly mann, co-founder of wamm and leader in minnesota's antiwar movement, dies at 103 explaining her mission, she said, 'i have to speak out.' explaining her mission, she said, 'i have to speak out.'",2
1641,16/01/2023,new zealand’s objectives for cptpp trade ministers from 11 nations will gather in auckland on matariki weekend. trade ministers from 11 nations will gather in auckland on matariki weekend.,trade ministers from 11 nations will gather in auckland on matariki weekend.,BID,new zealand’s objectives for cptpp trade ministers from 11 nations will gather in auckland on matariki weekend. trade ministers from 11 nations will gather in auckland on matariki weekend.,2
1642,16/01/2023,"vn-index hits 6-week high - vnexpress international vietnam’s benchmark vn-index rose 0.61% to 1066.68 points monday, highest since december 5. vietnam’s benchmark vn-index rose 0.61% to 1066.68 points monday, highest since december 5.","vietnam’s benchmark vn-index rose 0.61% to 1066.68 points monday, highest since december 5.",BID,"vn-index hits 6-week high - vnexpress international vietnam’s benchmark vn-index rose 0.61% to 1066.68 points monday, highest since december 5. vietnam’s benchmark vn-index rose 0.61% to 1066.68 points monday, highest since december 5.",3
1643,05/02/2023,"halfway between brisbane and the gold coast, this city wants to be the next silicon valley. here's how logan, population 350,000, is one of australia's fastest-growing cities. but for many who live there, a daily commute north to brisbane or south to the gold coast for work is the norm  something logan city council wants to change by attracting tech companies … logan, population 350,000, is one of australia's fastest-growing cities. but for many who live there, a daily commute north to brisbane or south to the gold coast for work is the norm  something logan city council wants to change by attracting tech companies …","logan, population 350,000, is one of australia's fastest-growing cities. but for many who live there, a daily commute north to brisbane or south to the gold coast for work is the norm  something logan city council wants to change by attracting tech companies …",BID,"halfway between brisbane and the gold coast, this city wants to be the next silicon valley. here's how logan, population 350,000, is one of australia's fastest-growing cities. but for many who live there, a daily commute north to brisbane or south to the gold coast for work is the norm  something logan city council wants to change by attracting tech companies … logan, population 350,000, is one of australia's fastest-growing cities. but for many who live there, a daily commute north to brisbane or south to the gold coast for work is the norm  something logan city council wants to change by attracting tech companies …",2
1644,05/02/2023,"why party supporters think marit stiles, the ndp’s new leader, can take down doug ford as she takes on the leadership, stiles has a chance to become ontario’s next premier — but only if she can widen the appeal of a party that lost ground in the last election. as she takes on the leadership, stiles has a chance to become ontario’s next premier — but only if she can widen the appeal of a party that lost ground in the last election.","as she takes on the leadership, stiles has a chance to become ontario’s next premier — but only if she can widen the appeal of a party that lost ground in the last election.",BID,"why party supporters think marit stiles, the ndp’s new leader, can take down doug ford as she takes on the leadership, stiles has a chance to become ontario’s next premier — but only if she can widen the appeal of a party that lost ground in the last election. as she takes on the leadership, stiles has a chance to become ontario’s next premier — but only if she can widen the appeal of a party that lost ground in the last election.",2
1645,05/02/2023,"bloc confrontation leads nowhere, mutual benefit and win-win results prevail photo taken on may 28, 2021 shows the u.s. capitol building behind a traffic sign in washington photo taken on may 28, 2021 shows the u.s. capitol building behind a traffic sign in washington","photo taken on may 28, 2021 shows the u.s. capitol building behind a traffic sign in washington",BID,"bloc confrontation leads nowhere, mutual benefit and win-win results prevail photo taken on may 28, 2021 shows the u.s. capitol building behind a traffic sign in washington photo taken on may 28, 2021 shows the u.s. capitol building behind a traffic sign in washington",2
1646,10/02/2023,"mccarthy, biden, and the washington snub the house speaker is reportedly still angry over a two-year-old incident with the president. it reminds anthropologists studying capital culture that real or perceived slights can drive policy and politics.
the post mccarthy, biden, and the washington snub ap… the house speaker is reportedly still angry over a two-year-old incident with the president. it reminds anthropologists studying capital culture that real or perceived slights can drive policy and politics.
the post mccarthy, biden, and the washington snub ap…","the house speaker is reportedly still angry over a two-year-old incident with the president. it reminds anthropologists studying capital culture that real or perceived slights can drive policy and politics.
the post mccarthy, biden, and the washington snub ap…",BID,"mccarthy, biden, and the washington snub the house speaker is reportedly still angry over a two-year-old incident with the president. it reminds anthropologists studying capital culture that real or perceived slights can drive policy and politics.
the post mccarthy, biden, and the washington snub ap… the house speaker is reportedly still angry over a two-year-old incident with the president. it reminds anthropologists studying capital culture that real or perceived slights can drive policy and politics.
the post mccarthy, biden, and the washington snub ap…",2
1647,10/02/2023,"50 books every man should read before he’s 50 the best books for men aren’t necessarily all what you might think of as “manly.” at their core, the books that men should read (yes, even the books for men who don’t like to read)…
the post 50 books every man should read before he’s 50 first appeared on cool… the best books for men aren’t necessarily all what you might think of as “manly.” at their core, the books that men should read (yes, even the books for men who don’t like to read)…
the post 50 books every man should read before he’s 50 first appeared on cool…","the best books for men aren’t necessarily all what you might think of as “manly.” at their core, the books that men should read (yes, even the books for men who don’t like to read)…
the post 50 books every man should read before he’s 50 first appeared on cool…",BID,"50 books every man should read before he’s 50 the best books for men aren’t necessarily all what you might think of as “manly.” at their core, the books that men should read (yes, even the books for men who don’t like to read)…
the post 50 books every man should read before he’s 50 first appeared on cool… the best books for men aren’t necessarily all what you might think of as “manly.” at their core, the books that men should read (yes, even the books for men who don’t like to read)…
the post 50 books every man should read before he’s 50 first appeared on cool…",2
1648,10/02/2023,"how were the first 'voice mails' sent? in envelopes decades before mobile phones or answering machines, loved ones shared voice messages over long distances by mailing small custom records. decades before mobile phones or answering machines, loved ones shared voice messages over long distances by mailing small custom records.","decades before mobile phones or answering machines, loved ones shared voice messages over long distances by mailing small custom records.",BID,"how were the first 'voice mails' sent? in envelopes decades before mobile phones or answering machines, loved ones shared voice messages over long distances by mailing small custom records. decades before mobile phones or answering machines, loved ones shared voice messages over long distances by mailing small custom records.",2
1649,10/02/2023,"european shares slide as investors fear more rate hikes iseq overall index falls, led by banks and builders iseq overall index falls, led by banks and builders","iseq overall index falls, led by banks and builders",BID,"european shares slide as investors fear more rate hikes iseq overall index falls, led by banks and builders iseq overall index falls, led by banks and builders",3
1650,10/02/2023,how richmond will spend $155 million in pandemic relief aid richmond is well on its way to spending its $155 million american rescue plan act allocation with more than half funding child and family services. richmond is well on its way to spending its $155 million american rescue plan act allocation with more than half funding child and family services.,richmond is well on its way to spending its $155 million american rescue plan act allocation with more than half funding child and family services.,BID,how richmond will spend $155 million in pandemic relief aid richmond is well on its way to spending its $155 million american rescue plan act allocation with more than half funding child and family services. richmond is well on its way to spending its $155 million american rescue plan act allocation with more than half funding child and family services.,2
1651,10/02/2023,"2022 annual report: letter to shareholders (marketscreener.com) in that order - and gives us the tools and instincts to make the right decisions and necessary trade-offs. by deeply embedding lean principles and tools, we are creating a problem-solving culture and serving our customers better.
 
 
 whi… (marketscreener.com) in that order - and gives us the tools and instincts to make the right decisions and necessary trade-offs. by deeply embedding lean principles and tools, we are creating a problem-solving culture and serving our customers better.
 
 
 whi…","(marketscreener.com) in that order - and gives us the tools and instincts to make the right decisions and necessary trade-offs. by deeply embedding lean principles and tools, we are creating a problem-solving culture and serving our customers better.
 
 
 whi…",BID,"2022 annual report: letter to shareholders (marketscreener.com) in that order - and gives us the tools and instincts to make the right decisions and necessary trade-offs. by deeply embedding lean principles and tools, we are creating a problem-solving culture and serving our customers better.
 
 
 whi… (marketscreener.com) in that order - and gives us the tools and instincts to make the right decisions and necessary trade-offs. by deeply embedding lean principles and tools, we are creating a problem-solving culture and serving our customers better.
 
 
 whi…",2
1652,17/01/2023,"hrw urge asean chair indonesia to pressure myanmar on violence indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.


but experts say reac… indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.


but experts say reac…","indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.


but experts say reac…",BID,"hrw urge asean chair indonesia to pressure myanmar on violence indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.


but experts say reac… indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.


but experts say reac…",2
1653,17/01/2023,"hrw urge asean chair indonesia to pressure myanmar on violence indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.

but experts say reach… indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.

but experts say reach…","indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.

but experts say reach…",BID,"hrw urge asean chair indonesia to pressure myanmar on violence indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.

but experts say reach… indonesia is under increasing pressure to use its new one-year role as chair of the association of southeast asian nations (asean) to isolate myanmar’s junta in a bid to end its bloody crackdown on pro-democracy opponents, analysts say.

but experts say reach…",2
1654,17/01/2023,"lecciones de brasil (y de estados unidos): desconfianza, crisis institucional y desigualdad ""es evidente que el espíritu organizado de partido es uno de los mayores peligros de nuestro tiempo. en la forma de nacionalismo, conduce a guerra entre naciones, y en otras formas conduce a guerras civiles."" (bertrand russell:  las... ""es evidente que el espíritu organizado de partido es uno de los mayores peligros de nuestro tiempo. en la forma de nacionalismo, conduce a guerra entre naciones, y en otras formas conduce a guerras civiles."" (bertrand russell:  las...","""es evidente que el espíritu organizado de partido es uno de los mayores peligros de nuestro tiempo. en la forma de nacionalismo, conduce a guerra entre naciones, y en otras formas conduce a guerras civiles."" (bertrand russell:  las...",BID,"lecciones de brasil (y de estados unidos): desconfianza, crisis institucional y desigualdad ""es evidente que el espíritu organizado de partido es uno de los mayores peligros de nuestro tiempo. en la forma de nacionalismo, conduce a guerra entre naciones, y en otras formas conduce a guerras civiles."" (bertrand russell:  las... ""es evidente que el espíritu organizado de partido es uno de los mayores peligros de nuestro tiempo. en la forma de nacionalismo, conduce a guerra entre naciones, y en otras formas conduce a guerras civiles."" (bertrand russell:  las...",2
1655,17/01/2023,"jee main exam centre list 2023 released: download official list here! jee main exam centres 2023: nta has released the list of jee main 2023 exam centres. candidates can check exam centres of jee main 2023 at jeemain.nta.nic.in and here on this page too. jee main 2023 for session 1 will be held on january 24, 25, 27, 28, 29, 30… jee main exam centres 2023: nta has released the list of jee main 2023 exam centres. candidates can check exam centres of jee main 2023 at jeemain.nta.nic.in and here on this page too. jee main 2023 for session 1 will be held on january 24, 25, 27, 28, 29, 30…","jee main exam centres 2023: nta has released the list of jee main 2023 exam centres. candidates can check exam centres of jee main 2023 at jeemain.nta.nic.in and here on this page too. jee main 2023 for session 1 will be held on january 24, 25, 27, 28, 29, 30…",BID,"jee main exam centre list 2023 released: download official list here! jee main exam centres 2023: nta has released the list of jee main 2023 exam centres. candidates can check exam centres of jee main 2023 at jeemain.nta.nic.in and here on this page too. jee main 2023 for session 1 will be held on january 24, 25, 27, 28, 29, 30… jee main exam centres 2023: nta has released the list of jee main 2023 exam centres. candidates can check exam centres of jee main 2023 at jeemain.nta.nic.in and here on this page too. jee main 2023 for session 1 will be held on january 24, 25, 27, 28, 29, 30…",2
1656,17/01/2023,vietnam political shakeup weakens technocrats and puts focus on security ousted nguyen xuan phuc oversaw fast economic growth but fell in wake of major corruption scandals. ousted nguyen xuan phuc oversaw fast economic growth but fell in wake of major corruption scandals.,ousted nguyen xuan phuc oversaw fast economic growth but fell in wake of major corruption scandals.,BID,vietnam political shakeup weakens technocrats and puts focus on security ousted nguyen xuan phuc oversaw fast economic growth but fell in wake of major corruption scandals. ousted nguyen xuan phuc oversaw fast economic growth but fell in wake of major corruption scandals.,2
1657,14/01/2023,"economists radhika desai & michael hudson explain multipolarity, decline of us hegemony the new year gets off to a rousing start with the launch of a new bi-weekly talk show with radhika desai and michael hudson. the new year gets off to a rousing start with the launch of a new bi-weekly talk show with radhika desai and michael hudson.",the new year gets off to a rousing start with the launch of a new bi-weekly talk show with radhika desai and michael hudson.,BID,"economists radhika desai & michael hudson explain multipolarity, decline of us hegemony the new year gets off to a rousing start with the launch of a new bi-weekly talk show with radhika desai and michael hudson. the new year gets off to a rousing start with the launch of a new bi-weekly talk show with radhika desai and michael hudson.",2
1658,14/01/2023,"from watergate to jan. 6, leahy spanned the nation’s constitutional crises the vermont democrats hopes today’s senators take to heart his words of wisdom of keeping « your word. » the vermont democrats hopes today’s senators take to heart his words of wisdom of keeping « your word. »",the vermont democrats hopes today’s senators take to heart his words of wisdom of keeping « your word. »,BID,"from watergate to jan. 6, leahy spanned the nation’s constitutional crises the vermont democrats hopes today’s senators take to heart his words of wisdom of keeping « your word. » the vermont democrats hopes today’s senators take to heart his words of wisdom of keeping « your word. »",2
1659,29/01/2023,"radhika desai and michael hudson discuss the causes and politicization of inflation desai and hudson debunk widely-believed, finance-and-elite-serving myths about inflation. desai and hudson debunk widely-believed, finance-and-elite-serving myths about inflation.","desai and hudson debunk widely-believed, finance-and-elite-serving myths about inflation.",BID,"radhika desai and michael hudson discuss the causes and politicization of inflation desai and hudson debunk widely-believed, finance-and-elite-serving myths about inflation. desai and hudson debunk widely-believed, finance-and-elite-serving myths about inflation.",2
1660,09/02/2023,"impacto da reorganização das cadeias
de valor na américa latina banco interamericano de desenvolvimento (bid) mostra que o méxico se beneficia mais no momento banco interamericano de desenvolvimento (bid) mostra que o méxico se beneficia mais no momento",banco interamericano de desenvolvimento (bid) mostra que o méxico se beneficia mais no momento,BID,"impacto da reorganização das cadeias
de valor na américa latina banco interamericano de desenvolvimento (bid) mostra que o méxico se beneficia mais no momento banco interamericano de desenvolvimento (bid) mostra que o méxico se beneficia mais no momento",2
1661,09/02/2023,"kaine, others reintroduce ‘reproductive freedom for all act’ it would prohibit states from enacting restrictions on pre-viability-stage abortions while letting them enact “reasonable restrictions” on post-viability abortions. it would prohibit states from enacting restrictions on pre-viability-stage abortions while letting them enact “reasonable restrictions” on post-viability abortions.",it would prohibit states from enacting restrictions on pre-viability-stage abortions while letting them enact “reasonable restrictions” on post-viability abortions.,BID,"kaine, others reintroduce ‘reproductive freedom for all act’ it would prohibit states from enacting restrictions on pre-viability-stage abortions while letting them enact “reasonable restrictions” on post-viability abortions. it would prohibit states from enacting restrictions on pre-viability-stage abortions while letting them enact “reasonable restrictions” on post-viability abortions.",3
1662,22/01/2023,"lunar new year: history, significance and all you need to know about the year of the rabbit the lunar new year begins on sunday, january 22, and is one of the world's largest festivities to herald the entrance of spring. the lunar new year begins on sunday, january 22, and is one of the world's largest festivities to herald the entrance of spring.","the lunar new year begins on sunday, january 22, and is one of the world's largest festivities to herald the entrance of spring.",BID,"lunar new year: history, significance and all you need to know about the year of the rabbit the lunar new year begins on sunday, january 22, and is one of the world's largest festivities to herald the entrance of spring. the lunar new year begins on sunday, january 22, and is one of the world's largest festivities to herald the entrance of spring.",2
1663,22/01/2023,"vietnamese designers thrive on global stage - vnexpress international a growing number of international celebrities and vips have been spotted wearing vietnamese fashion lines, a testament to the industry's rapid growth. a growing number of international celebrities and vips have been spotted wearing vietnamese fashion lines, a testament to the industry's rapid growth.","a growing number of international celebrities and vips have been spotted wearing vietnamese fashion lines, a testament to the industry's rapid growth.",BID,"vietnamese designers thrive on global stage - vnexpress international a growing number of international celebrities and vips have been spotted wearing vietnamese fashion lines, a testament to the industry's rapid growth. a growing number of international celebrities and vips have been spotted wearing vietnamese fashion lines, a testament to the industry's rapid growth.",2
1664,25/01/2023,"kimberly clark (kmb) q4 2022 earnings call transcript kmb earnings call for the period ending december 31, 2022. kmb earnings call for the period ending december 31, 2022.","kmb earnings call for the period ending december 31, 2022.",BID,"kimberly clark (kmb) q4 2022 earnings call transcript kmb earnings call for the period ending december 31, 2022. kmb earnings call for the period ending december 31, 2022.",2
1665,25/01/2023,"don't worry if china isn't there, india can take care of the global supply chain india’s emergence as an alternative to china is being fuelled by several positive indicators. the modi government’s infrastructure push along with its concerted efforts to boost the logistics sector are seen as measures to position india as a hub india’s emergence as an alternative to china is being fuelled by several positive indicators. the modi government’s infrastructure push along with its concerted efforts to boost the logistics sector are seen as measures to position india as a hub",india’s emergence as an alternative to china is being fuelled by several positive indicators. the modi government’s infrastructure push along with its concerted efforts to boost the logistics sector are seen as measures to position india as a hub,BID,"don't worry if china isn't there, india can take care of the global supply chain india’s emergence as an alternative to china is being fuelled by several positive indicators. the modi government’s infrastructure push along with its concerted efforts to boost the logistics sector are seen as measures to position india as a hub india’s emergence as an alternative to china is being fuelled by several positive indicators. the modi government’s infrastructure push along with its concerted efforts to boost the logistics sector are seen as measures to position india as a hub",2
1666,25/01/2023,tu le to run for cabramatta as labor to allow a rank and file vote for nsw parliament seat tu le's political plans were thwarted when labor's head office made the mistake of parachuting senator kristina keneally into a safe seat at the last federal election before she could seek pre-selection. tu le's political plans were thwarted when labor's head office made the mistake of parachuting senator kristina keneally into a safe seat at the last federal election before she could seek pre-selection.,tu le's political plans were thwarted when labor's head office made the mistake of parachuting senator kristina keneally into a safe seat at the last federal election before she could seek pre-selection.,BID,tu le to run for cabramatta as labor to allow a rank and file vote for nsw parliament seat tu le's political plans were thwarted when labor's head office made the mistake of parachuting senator kristina keneally into a safe seat at the last federal election before she could seek pre-selection. tu le's political plans were thwarted when labor's head office made the mistake of parachuting senator kristina keneally into a safe seat at the last federal election before she could seek pre-selection.,2
1667,25/01/2023,new lawsuits target state restrictions on abortion pills. here's what to know. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,BID,new lawsuits target state restrictions on abortion pills. here's what to know. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,2
1668,25/01/2023,new lawsuits target state restrictions on abortion pills. here's what to know. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,BID,new lawsuits target state restrictions on abortion pills. here's what to know. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,2
1669,25/01/2023,new lawsuits target state restrictions on abortion pills. here's what to know. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,BID,new lawsuits target state restrictions on abortion pills. here's what to know. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia. supporters of abortion rights have filed separate lawsuits challenging abortion pill restrictions in north carolina and west virginia.,2
1670,25/01/2023,"kimberly-clark corporation (kmb) q4 2022 earnings call transcript kimberly-clark corporation (nyse:nyse:kmb) q4 2022 earnings conference call january 25, 2023 10:00 am etcompany participantschristina cheng – investor relationsmike hsu – chairman and chief... kimberly-clark corporation (nyse:nyse:kmb) q4 2022 earnings conference call january 25, 2023 10:00 am etcompany participantschristina cheng – investor relationsmike hsu – chairman and chief...","kimberly-clark corporation (nyse:nyse:kmb) q4 2022 earnings conference call january 25, 2023 10:00 am etcompany participantschristina cheng – investor relationsmike hsu – chairman and chief...",BID,"kimberly-clark corporation (kmb) q4 2022 earnings call transcript kimberly-clark corporation (nyse:nyse:kmb) q4 2022 earnings conference call january 25, 2023 10:00 am etcompany participantschristina cheng – investor relationsmike hsu – chairman and chief... kimberly-clark corporation (nyse:nyse:kmb) q4 2022 earnings conference call january 25, 2023 10:00 am etcompany participantschristina cheng – investor relationsmike hsu – chairman and chief...",2
1671,21/01/2023,"mcleod russel in exclusive talks with carbon resources for ots to lenders the agreement expresses the parties' interests in continuing exclusive discussions in the matter and does not create any legally binding obligation on any party, it added the agreement expresses the parties' interests in continuing exclusive discussions in the matter and does not create any legally binding obligation on any party, it added","the agreement expresses the parties' interests in continuing exclusive discussions in the matter and does not create any legally binding obligation on any party, it added",BID,"mcleod russel in exclusive talks with carbon resources for ots to lenders the agreement expresses the parties' interests in continuing exclusive discussions in the matter and does not create any legally binding obligation on any party, it added the agreement expresses the parties' interests in continuing exclusive discussions in the matter and does not create any legally binding obligation on any party, it added",2
1672,18/01/2023,"coteccons construction : we prefer to call ourselves a humble giant (marketscreener.com) 
 
 with a view to creating a transparent environment for our investors, on january 16, 2023 coteccons construction joint stock company held a shareholder meeting. in his opening remarks, chairman bolat conveyed a message about transparen… (marketscreener.com) 
 
 with a view to creating a transparent environment for our investors, on january 16, 2023 coteccons construction joint stock company held a shareholder meeting. in his opening remarks, chairman bolat conveyed a message about transparen…","(marketscreener.com) 
 
 with a view to creating a transparent environment for our investors, on january 16, 2023 coteccons construction joint stock company held a shareholder meeting. in his opening remarks, chairman bolat conveyed a message about transparen…",BID,"coteccons construction : we prefer to call ourselves a humble giant (marketscreener.com) 
 
 with a view to creating a transparent environment for our investors, on january 16, 2023 coteccons construction joint stock company held a shareholder meeting. in his opening remarks, chairman bolat conveyed a message about transparen… (marketscreener.com) 
 
 with a view to creating a transparent environment for our investors, on january 16, 2023 coteccons construction joint stock company held a shareholder meeting. in his opening remarks, chairman bolat conveyed a message about transparen…",2
1673,18/01/2023,"airport officials jailed for taking bribes from taxi operators former officials of an airport in central vietnam have been jailed for taking a vnd6.2 billion ($264,560) bribe from taxi firms to let them operate at a fee lower than the bidding price. former officials of an airport in central vietnam have been jailed for taking a vnd6.2 billion ($264,560) bribe from taxi firms to let them operate at a fee lower than the bidding price.","former officials of an airport in central vietnam have been jailed for taking a vnd6.2 billion ($264,560) bribe from taxi firms to let them operate at a fee lower than the bidding price.",BID,"airport officials jailed for taking bribes from taxi operators former officials of an airport in central vietnam have been jailed for taking a vnd6.2 billion ($264,560) bribe from taxi firms to let them operate at a fee lower than the bidding price. former officials of an airport in central vietnam have been jailed for taking a vnd6.2 billion ($264,560) bribe from taxi firms to let them operate at a fee lower than the bidding price.",2
1674,18/01/2023,"the political lies that really matter newly elected new york congressman george santos has ""apologized"" after getting caught lying about where he went to high school... newly elected new york congressman george santos has ""apologized"" after getting caught lying about where he went to high school...","newly elected new york congressman george santos has ""apologized"" after getting caught lying about where he went to high school...",BID,"the political lies that really matter newly elected new york congressman george santos has ""apologized"" after getting caught lying about where he went to high school... newly elected new york congressman george santos has ""apologized"" after getting caught lying about where he went to high school...",2
